"Asset","Model","Confidence_Level","VaR_Method","Violations","Total_Obs","Violation_Rate","Expected_Rate","Kupiec_PValue","Christoffersen_PValue","DQ_PValue"
"AMZN","TGARCH_Historical",0.95,"Historical",46,903,0.0509413067552602,0.05,0.897038488635931,0.00166021139952455,0.00460863363605835
"AMZN","TGARCH_Parametric",0.95,"Parametric",35,903,0.0387596899224806,0.05,0.107223926885567,0.00163985206121275,0.00496123727906794
"AMZN","TGARCH_GARCH",0.95,"GARCH",41,903,0.0454042081949059,0.05,0.520071972228371,0.47043229704145,0.552945462266289
"AMZN","TGARCH_Historical",0.99,"Historical",9,903,0.00996677740863787,0.01,0.991990030572707,NA,0.453401754289516
"AMZN","TGARCH_Parametric",0.99,"Parametric",10,903,0.0110741971207087,0.01,0.749790242865338,NA,0.496291241815984
"AMZN","TGARCH_GARCH",0.99,"GARCH",10,903,0.0110741971207087,0.01,0.749790242865338,NA,0.922326437963777
"EURUSD","sGARCH_norm_Historical",0.95,"Historical",27,903,0.0299003322259136,0.05,0.00282521248976275,0.049188905400833,0.227506636866591
"EURUSD","sGARCH_norm_Parametric",0.95,"Parametric",27,903,0.0299003322259136,0.05,0.00282521248976275,0.049188905400833,0.227506636866591
"EURUSD","sGARCH_norm_GARCH",0.95,"GARCH",47,903,0.0520487264673311,0.05,0.778956550345904,0.333528649610116,0.446924995525844
"EURUSD","sGARCH_norm_Historical",0.99,"Historical",3,903,0.00332225913621262,0.01,0.019137121459665,NA,0.999206271532833
"EURUSD","sGARCH_norm_Parametric",0.99,"Parametric",8,903,0.008859357696567,0.01,0.725361830788812,NA,0.964983090273842
"EURUSD","sGARCH_norm_GARCH",0.99,"GARCH",14,903,0.0155038759689922,0.01,0.124018663009527,NA,0.769647177929871
"EURUSD","sGARCH_sstd_Historical",0.95,"Historical",27,903,0.0299003322259136,0.05,0.00282521248976275,0.049188905400833,0.227506636866591
"EURUSD","sGARCH_sstd_Parametric",0.95,"Parametric",27,903,0.0299003322259136,0.05,0.00282521248976275,0.049188905400833,0.227506636866591
"EURUSD","sGARCH_sstd_GARCH",0.95,"GARCH",47,903,0.0520487264673311,0.05,0.778956550345904,0.333528649610116,0.446924995525844
"EURUSD","sGARCH_sstd_Historical",0.99,"Historical",3,903,0.00332225913621262,0.01,0.019137121459665,NA,0.999206271532833
"EURUSD","sGARCH_sstd_Parametric",0.99,"Parametric",8,903,0.008859357696567,0.01,0.725361830788812,NA,0.964983090273842
"EURUSD","sGARCH_sstd_GARCH",0.99,"GARCH",10,903,0.0110741971207087,0.01,0.749790242865338,NA,0.922326437963777
"EURUSD","eGARCH_Historical",0.95,"Historical",27,903,0.0299003322259136,0.05,0.00282521248976275,0.049188905400833,0.227506636866591
"EURUSD","eGARCH_Parametric",0.95,"Parametric",27,903,0.0299003322259136,0.05,0.00282521248976275,0.049188905400833,0.227506636866591
"EURUSD","eGARCH_GARCH",0.95,"GARCH",40,903,0.044296788482835,0.05,0.422991227635919,0.861525843170788,0.329223624990468
"EURUSD","eGARCH_Historical",0.99,"Historical",3,903,0.00332225913621262,0.01,0.019137121459665,NA,0.999206271532833
"EURUSD","eGARCH_Parametric",0.99,"Parametric",8,903,0.008859357696567,0.01,0.725361830788812,NA,0.964983090273842
"EURUSD","eGARCH_GARCH",0.99,"GARCH",8,903,0.008859357696567,0.01,0.725361830788812,NA,0.964983090273879
"EURUSD","gjrGARCH_Historical",0.95,"Historical",27,903,0.0299003322259136,0.05,0.00282521248976275,0.049188905400833,0.227506636866591
"EURUSD","gjrGARCH_Parametric",0.95,"Parametric",27,903,0.0299003322259136,0.05,0.00282521248976275,0.049188905400833,0.227506636866591
"EURUSD","gjrGARCH_GARCH",0.95,"GARCH",46,903,0.0509413067552602,0.05,0.897038488635931,0.807564343463257,0.669910038537898
"EURUSD","gjrGARCH_Historical",0.99,"Historical",3,903,0.00332225913621262,0.01,0.019137121459665,NA,0.999206271532833
"EURUSD","gjrGARCH_Parametric",0.99,"Parametric",8,903,0.008859357696567,0.01,0.725361830788812,NA,0.964983090273842
"EURUSD","gjrGARCH_GARCH",0.99,"GARCH",11,903,0.0121816168327796,0.01,0.5240638502762,NA,0.892526353283885
"EURUSD","TGARCH_Historical",0.95,"Historical",27,903,0.0299003322259136,0.05,0.00282521248976275,0.049188905400833,0.227506636866591
"EURUSD","TGARCH_Parametric",0.95,"Parametric",27,903,0.0299003322259136,0.05,0.00282521248976275,0.049188905400833,0.227506636866591
"EURUSD","TGARCH_GARCH",0.95,"GARCH",47,903,0.0520487264673311,0.05,0.778956550345904,0.718790654220571,0.595157089539067
"EURUSD","TGARCH_Historical",0.99,"Historical",3,903,0.00332225913621262,0.01,0.019137121459665,NA,0.999206271532833
"EURUSD","TGARCH_Parametric",0.99,"Parametric",8,903,0.008859357696567,0.01,0.725361830788812,NA,0.964983090273842
"EURUSD","TGARCH_GARCH",0.99,"GARCH",10,903,0.0110741971207087,0.01,0.749790242865338,NA,0.922326437963777
"GBPUSD","sGARCH_norm_Historical",0.95,"Historical",36,903,0.0398671096345515,0.05,0.1481386074974,0.64260961592064,0.267580955427305
"GBPUSD","sGARCH_norm_Parametric",0.95,"Parametric",31,903,0.0343300110741971,0.05,0.0223293615881986,0.39944963233989,0.164190254424652
"GBPUSD","sGARCH_norm_GARCH",0.95,"GARCH",52,903,0.0575858250276855,0.05,0.306614797762293,0.998915814118021,0.250909680951394
"GBPUSD","sGARCH_norm_Historical",0.99,"Historical",6,903,0.00664451827242525,0.01,0.280483959269858,0.0276388432933532,0.24716136652238
"GBPUSD","sGARCH_norm_Parametric",0.99,"Parametric",12,903,0.0132890365448505,0.01,0.344292898745838,0.146156811371543,0.214934894073166
"GBPUSD","sGARCH_norm_GARCH",0.99,"GARCH",19,903,0.0210409745293466,0.01,0.00367198104771427,0.0605454099790642,0.0626947582526027
"GBPUSD","sGARCH_sstd_Historical",0.95,"Historical",36,903,0.0398671096345515,0.05,0.1481386074974,0.64260961592064,0.267580955427305
"GBPUSD","sGARCH_sstd_Parametric",0.95,"Parametric",31,903,0.0343300110741971,0.05,0.0223293615881986,0.39944963233989,0.164190254424652
"GBPUSD","sGARCH_sstd_GARCH",0.95,"GARCH",50,903,0.0553709856035437,0.05,0.466293951638799,0.607441579844434,0.274685266541307
"GBPUSD","sGARCH_sstd_Historical",0.99,"Historical",6,903,0.00664451827242525,0.01,0.280483959269858,0.0276388432933532,0.24716136652238
"GBPUSD","sGARCH_sstd_Parametric",0.99,"Parametric",12,903,0.0132890365448505,0.01,0.344292898745838,0.146156811371543,0.214934894073166
"GBPUSD","sGARCH_sstd_GARCH",0.99,"GARCH",13,903,0.0143964562569214,0.01,0.21284365269469,0.176098972810671,0.366394631611737
"GBPUSD","eGARCH_Historical",0.95,"Historical",36,903,0.0398671096345515,0.05,0.1481386074974,0.64260961592064,0.267580955427305
"GBPUSD","eGARCH_Parametric",0.95,"Parametric",31,903,0.0343300110741971,0.05,0.0223293615881986,0.39944963233989,0.164190254424652
"GBPUSD","eGARCH_GARCH",0.95,"GARCH",43,903,0.0476190476190476,0.05,0.740794171808327,0.970704557279843,0.539247462188532
"GBPUSD","eGARCH_Historical",0.99,"Historical",6,903,0.00664451827242525,0.01,0.280483959269858,0.0276388432933532,0.24716136652238
"GBPUSD","eGARCH_Parametric",0.99,"Parametric",12,903,0.0132890365448505,0.01,0.344292898745838,0.146156811371543,0.214934894073166
"GBPUSD","eGARCH_GARCH",0.99,"GARCH",14,903,0.0155038759689922,0.01,0.124018663009527,0.208916278334565,0.318436758326864
"GBPUSD","gjrGARCH_Historical",0.95,"Historical",36,903,0.0398671096345515,0.05,0.1481386074974,0.64260961592064,0.267580955427305
"GBPUSD","gjrGARCH_Parametric",0.95,"Parametric",31,903,0.0343300110741971,0.05,0.0223293615881986,0.39944963233989,0.164190254424652
"GBPUSD","gjrGARCH_GARCH",0.95,"GARCH",48,903,0.053156146179402,0.05,0.666512134369931,0.773788682406706,0.274207894186782
"GBPUSD","gjrGARCH_Historical",0.99,"Historical",6,903,0.00664451827242525,0.01,0.280483959269858,0.0276388432933532,0.24716136652238
"GBPUSD","gjrGARCH_Parametric",0.99,"Parametric",12,903,0.0132890365448505,0.01,0.344292898745838,0.146156811371543,0.214934894073166
"GBPUSD","gjrGARCH_GARCH",0.99,"GARCH",15,903,0.0166112956810631,0.01,0.0682384889707349,0.24453199620463,0.375145139817619
"GBPUSD","TGARCH_Historical",0.95,"Historical",36,903,0.0398671096345515,0.05,0.1481386074974,0.64260961592064,0.267580955427305
"GBPUSD","TGARCH_Parametric",0.95,"Parametric",31,903,0.0343300110741971,0.05,0.0223293615881986,0.39944963233989,0.164190254424652
"GBPUSD","TGARCH_GARCH",0.95,"GARCH",47,903,0.0520487264673311,0.05,0.778956550345904,0.78140529410354,0.305788389163237
"GBPUSD","TGARCH_Historical",0.99,"Historical",6,903,0.00664451827242525,0.01,0.280483959269858,0.0276388432933532,0.24716136652238
"GBPUSD","TGARCH_Parametric",0.99,"Parametric",12,903,0.0132890365448505,0.01,0.344292898745838,0.146156811371543,0.214934894073166
"GBPUSD","TGARCH_GARCH",0.99,"GARCH",15,903,0.0166112956810631,0.01,0.0682384889707349,0.24453199620463,0.375145139817619
"GBPCNY","sGARCH_norm_Historical",0.95,"Historical",24,903,0.026578073089701,0.05,0.000410394550974025,0.0244737772380023,0.0685663349322083
"GBPCNY","sGARCH_norm_Parametric",0.95,"Parametric",21,903,0.0232558139534884,0.05,4.10129770103129e-05,NA,0.304001751191288
"GBPCNY","sGARCH_norm_GARCH",0.95,"GARCH",54,903,0.0598006644518272,0.05,0.189314614442164,0.309654856406409,0.446956522069726
"GBPCNY","sGARCH_norm_Historical",0.99,"Historical",6,903,0.00664451827242525,0.01,0.280483959269858,NA,0.28238952139298
"GBPCNY","sGARCH_norm_Parametric",0.99,"Parametric",7,903,0.00775193798449612,0.01,0.479669283904298,NA,0.344236757369067
"GBPCNY","sGARCH_norm_GARCH",0.99,"GARCH",14,903,0.0155038759689922,0.01,0.124018663009527,NA,0.568051283999064
"GBPCNY","sGARCH_sstd_Historical",0.95,"Historical",24,903,0.026578073089701,0.05,0.000410394550974025,0.0244737772380023,0.0685663349322083
"GBPCNY","sGARCH_sstd_Parametric",0.95,"Parametric",21,903,0.0232558139534884,0.05,4.10129770103129e-05,NA,0.304001751191288
"GBPCNY","sGARCH_sstd_GARCH",0.95,"GARCH",53,903,0.0586932447397564,0.05,0.242840794388642,0.274168782294206,0.432142316481864
"GBPCNY","sGARCH_sstd_Historical",0.99,"Historical",6,903,0.00664451827242525,0.01,0.280483959269858,NA,0.28238952139298
"GBPCNY","sGARCH_sstd_Parametric",0.99,"Parametric",7,903,0.00775193798449612,0.01,0.479669283904298,NA,0.344236757369067
"GBPCNY","sGARCH_sstd_GARCH",0.99,"GARCH",9,903,0.00996677740863787,0.01,0.991990030572707,NA,0.946380861136637
"GBPCNY","eGARCH_Historical",0.95,"Historical",24,903,0.026578073089701,0.05,0.000410394550974025,0.0244737772380023,0.0685663349322083
"GBPCNY","eGARCH_Parametric",0.95,"Parametric",21,903,0.0232558139534884,0.05,4.10129770103129e-05,NA,0.304001751191288
"GBPCNY","eGARCH_GARCH",0.95,"GARCH",52,903,0.0575858250276855,0.05,0.306614797762293,0.0916238824474144,0.238586296452654
"GBPCNY","eGARCH_Historical",0.99,"Historical",6,903,0.00664451827242525,0.01,0.280483959269858,NA,0.28238952139298
"GBPCNY","eGARCH_Parametric",0.99,"Parametric",7,903,0.00775193798449612,0.01,0.479669283904298,NA,0.344236757369067
"GBPCNY","eGARCH_GARCH",0.99,"GARCH",9,903,0.00996677740863787,0.01,0.991990030572707,NA,0.946380861136637
"GBPCNY","gjrGARCH_Historical",0.95,"Historical",24,903,0.026578073089701,0.05,0.000410394550974025,0.0244737772380023,0.0685663349322083
"GBPCNY","gjrGARCH_Parametric",0.95,"Parametric",21,903,0.0232558139534884,0.05,4.10129770103129e-05,NA,0.304001751191288
"GBPCNY","gjrGARCH_GARCH",0.95,"GARCH",53,903,0.0586932447397564,0.05,0.242840794388642,0.274168782294206,0.432142316481864
"GBPCNY","gjrGARCH_Historical",0.99,"Historical",6,903,0.00664451827242525,0.01,0.280483959269858,NA,0.28238952139298
"GBPCNY","gjrGARCH_Parametric",0.99,"Parametric",7,903,0.00775193798449612,0.01,0.479669283904298,NA,0.344236757369067
"GBPCNY","gjrGARCH_GARCH",0.99,"GARCH",9,903,0.00996677740863787,0.01,0.991990030572707,NA,0.946380861136637
"GBPCNY","TGARCH_Historical",0.95,"Historical",24,903,0.026578073089701,0.05,0.000410394550974025,0.0244737772380023,0.0685663349322083
"GBPCNY","TGARCH_Parametric",0.95,"Parametric",21,903,0.0232558139534884,0.05,4.10129770103129e-05,NA,0.304001751191288
"GBPCNY","TGARCH_GARCH",0.95,"GARCH",53,903,0.0586932447397564,0.05,0.242840794388642,0.274168782294206,0.43214231648184
"GBPCNY","TGARCH_Historical",0.99,"Historical",6,903,0.00664451827242525,0.01,0.280483959269858,NA,0.28238952139298
"GBPCNY","TGARCH_Parametric",0.99,"Parametric",7,903,0.00775193798449612,0.01,0.479669283904298,NA,0.344236757369067
"GBPCNY","TGARCH_GARCH",0.99,"GARCH",9,903,0.00996677740863787,0.01,0.991990030572707,NA,0.946380861136637
"USDZAR","sGARCH_norm_Historical",0.95,"Historical",28,903,0.0310077519379845,0.05,0.00498576496573966,NA,0.232204074974414
"USDZAR","sGARCH_norm_Parametric",0.95,"Parametric",16,903,0.017718715393134,0.05,3.27111357334431e-07,NA,0.584937237999553
"USDZAR","sGARCH_norm_GARCH",0.95,"GARCH",38,903,0.0420819490586932,0.05,0.26227367275848,NA,0.0988988746680705
"USDZAR","sGARCH_norm_Historical",0.99,"Historical",3,903,0.00332225913621262,0.01,0.019137121459665,NA,0.999206271532839
"USDZAR","sGARCH_norm_Parametric",0.99,"Parametric",3,903,0.00332225913621262,0.01,0.019137121459665,NA,0.999206271532839
"USDZAR","sGARCH_norm_GARCH",0.99,"GARCH",13,903,0.0143964562569214,0.01,0.21284365269469,NA,0.572553927250098
"USDZAR","sGARCH_sstd_Historical",0.95,"Historical",28,903,0.0310077519379845,0.05,0.00498576496573966,NA,0.232204074974414
"USDZAR","sGARCH_sstd_Parametric",0.95,"Parametric",16,903,0.017718715393134,0.05,3.27111357334431e-07,NA,0.584937237999553
"USDZAR","sGARCH_sstd_GARCH",0.95,"GARCH",43,903,0.0476190476190476,0.05,0.740794171808327,0.396493395687246,0.245163619083665
"USDZAR","sGARCH_sstd_Historical",0.99,"Historical",3,903,0.00332225913621262,0.01,0.019137121459665,NA,0.999206271532839
"USDZAR","sGARCH_sstd_Parametric",0.99,"Parametric",3,903,0.00332225913621262,0.01,0.019137121459665,NA,0.999206271532839
"USDZAR","sGARCH_sstd_GARCH",0.99,"GARCH",13,903,0.0143964562569214,0.01,0.21284365269469,NA,0.572553927250098
"USDZAR","eGARCH_Historical",0.95,"Historical",28,903,0.0310077519379845,0.05,0.00498576496573966,NA,0.232204074974414
"USDZAR","eGARCH_Parametric",0.95,"Parametric",16,903,0.017718715393134,0.05,3.27111357334431e-07,NA,0.584937237999553
"USDZAR","eGARCH_GARCH",0.95,"GARCH",43,903,0.0476190476190476,0.05,0.740794171808327,0.396493395687246,0.245163619083675
"USDZAR","eGARCH_Historical",0.99,"Historical",3,903,0.00332225913621262,0.01,0.019137121459665,NA,0.999206271532839
"USDZAR","eGARCH_Parametric",0.99,"Parametric",3,903,0.00332225913621262,0.01,0.019137121459665,NA,0.999206271532839
"USDZAR","eGARCH_GARCH",0.99,"GARCH",12,903,0.0132890365448505,0.01,0.344292898745838,NA,0.553899627834798
"USDZAR","gjrGARCH_Historical",0.95,"Historical",28,903,0.0310077519379845,0.05,0.00498576496573966,NA,0.232204074974414
"USDZAR","gjrGARCH_Parametric",0.95,"Parametric",16,903,0.017718715393134,0.05,3.27111357334431e-07,NA,0.584937237999553
"USDZAR","gjrGARCH_GARCH",0.95,"GARCH",42,903,0.0465116279069767,0.05,0.626660242003722,0.432452597404257,0.265817823575959
"USDZAR","gjrGARCH_Historical",0.99,"Historical",3,903,0.00332225913621262,0.01,0.019137121459665,NA,0.999206271532839
"USDZAR","gjrGARCH_Parametric",0.99,"Parametric",3,903,0.00332225913621262,0.01,0.019137121459665,NA,0.999206271532839
"USDZAR","gjrGARCH_GARCH",0.99,"GARCH",13,903,0.0143964562569214,0.01,0.21284365269469,NA,0.572553927250098
"USDZAR","TGARCH_Historical",0.95,"Historical",28,903,0.0310077519379845,0.05,0.00498576496573966,NA,0.232204074974414
"USDZAR","TGARCH_Parametric",0.95,"Parametric",16,903,0.017718715393134,0.05,3.27111357334431e-07,NA,0.584937237999553
"USDZAR","TGARCH_GARCH",0.95,"GARCH",44,903,0.0487264673311185,0.05,0.860052863235521,0.362563683441685,0.780120566295287
"USDZAR","TGARCH_Historical",0.99,"Historical",3,903,0.00332225913621262,0.01,0.019137121459665,NA,0.999206271532839
"USDZAR","TGARCH_Parametric",0.99,"Parametric",3,903,0.00332225913621262,0.01,0.019137121459665,NA,0.999206271532839
"USDZAR","TGARCH_GARCH",0.99,"GARCH",13,903,0.0143964562569214,0.01,0.21284365269469,NA,0.572553927250098
"GBPZAR","sGARCH_norm_Historical",0.95,"Historical",20,903,0.0221483942414175,0.05,1.73515939274616e-05,NA,0.515476796405739
"GBPZAR","sGARCH_norm_Parametric",0.95,"Parametric",11,903,0.0121816168327796,0.05,5.26708343606686e-10,NA,0.892526353283848
"GBPZAR","sGARCH_norm_GARCH",0.95,"GARCH",42,903,0.0465116279069767,0.05,0.626660242003722,NA,0.302988838015261
"GBPZAR","sGARCH_norm_Historical",0.99,"Historical",0,903,0,0.01,NA,NA,1
"GBPZAR","sGARCH_norm_Parametric",0.99,"Parametric",0,903,0,0.01,NA,NA,1
"GBPZAR","sGARCH_norm_GARCH",0.99,"GARCH",8,903,0.008859357696567,0.01,0.725361830788812,NA,0.964983090273862
"GBPZAR","sGARCH_sstd_Historical",0.95,"Historical",20,903,0.0221483942414175,0.05,1.73515939274616e-05,NA,0.515476796405739
"GBPZAR","sGARCH_sstd_Parametric",0.95,"Parametric",11,903,0.0121816168327796,0.05,5.26708343606686e-10,NA,0.892526353283848
"GBPZAR","sGARCH_sstd_GARCH",0.95,"GARCH",53,903,0.0586932447397564,0.05,0.242840794388642,0.1436176311131,0.596005635760041
"GBPZAR","sGARCH_sstd_Historical",0.99,"Historical",0,903,0,0.01,NA,NA,1
"GBPZAR","sGARCH_sstd_Parametric",0.99,"Parametric",0,903,0,0.01,NA,NA,1
"GBPZAR","sGARCH_sstd_GARCH",0.99,"GARCH",9,903,0.00996677740863787,0.01,0.991990030572707,NA,0.946380861136648
"GBPZAR","eGARCH_Historical",0.95,"Historical",20,903,0.0221483942414175,0.05,1.73515939274616e-05,NA,0.515476796405739
"GBPZAR","eGARCH_Parametric",0.95,"Parametric",11,903,0.0121816168327796,0.05,5.26708343606686e-10,NA,0.892526353283848
"GBPZAR","eGARCH_GARCH",0.95,"GARCH",54,903,0.0598006644518272,0.05,0.189314614442164,0.127820939727484,0.657504651877369
"GBPZAR","eGARCH_Historical",0.99,"Historical",0,903,0,0.01,NA,NA,1
"GBPZAR","eGARCH_Parametric",0.99,"Parametric",0,903,0,0.01,NA,NA,1
"GBPZAR","eGARCH_GARCH",0.99,"GARCH",11,903,0.0121816168327796,0.01,0.5240638502762,NA,0.892526353283848
"GBPZAR","gjrGARCH_Historical",0.95,"Historical",20,903,0.0221483942414175,0.05,1.73515939274616e-05,NA,0.515476796405739
"GBPZAR","gjrGARCH_Parametric",0.95,"Parametric",11,903,0.0121816168327796,0.05,5.26708343606686e-10,NA,0.892526353283848
"GBPZAR","gjrGARCH_GARCH",0.95,"GARCH",52,903,0.0575858250276855,0.05,0.306614797762293,0.160922819728935,0.649200087100155
"GBPZAR","gjrGARCH_Historical",0.99,"Historical",0,903,0,0.01,NA,NA,1
"GBPZAR","gjrGARCH_Parametric",0.99,"Parametric",0,903,0,0.01,NA,NA,1
"GBPZAR","gjrGARCH_GARCH",0.99,"GARCH",8,903,0.008859357696567,0.01,0.725361830788812,NA,0.964983090273839
"GBPZAR","TGARCH_Historical",0.95,"Historical",20,903,0.0221483942414175,0.05,1.73515939274616e-05,NA,0.515476796405739
"GBPZAR","TGARCH_Parametric",0.95,"Parametric",11,903,0.0121816168327796,0.05,5.26708343606686e-10,NA,0.892526353283848
"GBPZAR","TGARCH_GARCH",0.95,"GARCH",54,903,0.0598006644518272,0.05,0.189314614442164,NA,0.152313967525938
"GBPZAR","TGARCH_Historical",0.99,"Historical",0,903,0,0.01,NA,NA,1
"GBPZAR","TGARCH_Parametric",0.99,"Parametric",0,903,0,0.01,NA,NA,1
"GBPZAR","TGARCH_GARCH",0.99,"GARCH",9,903,0.00996677740863787,0.01,0.991990030572707,NA,0.946380861136648
"EURZAR","sGARCH_norm_Historical",0.95,"Historical",15,903,0.0166112956810631,0.05,1.04474616402506e-07,NA,0.719158925822114
"EURZAR","sGARCH_norm_Parametric",0.95,"Parametric",8,903,0.008859357696567,0.05,3.85413922998623e-12,NA,0.964983090273826
"EURZAR","sGARCH_norm_GARCH",0.95,"GARCH",37,903,0.0409745293466224,0.05,0.199527466970733,0.641801746442309,0.319491692622431
"EURZAR","sGARCH_norm_Historical",0.99,"Historical",0,903,0,0.01,NA,NA,1
"EURZAR","sGARCH_norm_Parametric",0.99,"Parametric",0,903,0,0.01,NA,NA,1
"EURZAR","sGARCH_norm_GARCH",0.99,"GARCH",6,903,0.00664451827242525,0.01,0.280483959269858,NA,0.988087517633967
"EURZAR","sGARCH_sstd_Historical",0.95,"Historical",15,903,0.0166112956810631,0.05,1.04474616402506e-07,NA,0.719158925822114
"EURZAR","sGARCH_sstd_Parametric",0.95,"Parametric",8,903,0.008859357696567,0.05,3.85413922998623e-12,NA,0.964983090273826
"EURZAR","sGARCH_sstd_GARCH",0.95,"GARCH",48,903,0.053156146179402,0.05,0.666512134369931,0.246823896618884,0.229216571339311
"EURZAR","sGARCH_sstd_Historical",0.99,"Historical",0,903,0,0.01,NA,NA,1
"EURZAR","sGARCH_sstd_Parametric",0.99,"Parametric",0,903,0,0.01,NA,NA,1
"EURZAR","sGARCH_sstd_GARCH",0.99,"GARCH",11,903,0.0121816168327796,0.01,0.5240638502762,NA,0.892526353283837
"EURZAR","eGARCH_Historical",0.95,"Historical",15,903,0.0166112956810631,0.05,1.04474616402506e-07,NA,0.719158925822114
"EURZAR","eGARCH_Parametric",0.95,"Parametric",8,903,0.008859357696567,0.05,3.85413922998623e-12,NA,0.964983090273826
"EURZAR","eGARCH_GARCH",0.95,"GARCH",45,903,0.0498338870431894,0.05,0.9817177051124,0.330657583743112,0.0902297986066061
"EURZAR","eGARCH_Historical",0.99,"Historical",0,903,0,0.01,NA,NA,1
"EURZAR","eGARCH_Parametric",0.99,"Parametric",0,903,0,0.01,NA,NA,1
"EURZAR","eGARCH_GARCH",0.99,"GARCH",8,903,0.008859357696567,0.01,0.725361830788812,NA,0.964983090273826
"EURZAR","gjrGARCH_Historical",0.95,"Historical",15,903,0.0166112956810631,0.05,1.04474616402506e-07,NA,0.719158925822114
"EURZAR","gjrGARCH_Parametric",0.95,"Parametric",8,903,0.008859357696567,0.05,3.85413922998623e-12,NA,0.964983090273826
"EURZAR","gjrGARCH_GARCH",0.95,"GARCH",45,903,0.0498338870431894,0.05,0.9817177051124,0.330657583743112,0.187199319796271
"EURZAR","gjrGARCH_Historical",0.99,"Historical",0,903,0,0.01,NA,NA,1
"EURZAR","gjrGARCH_Parametric",0.99,"Parametric",0,903,0,0.01,NA,NA,1
"EURZAR","gjrGARCH_GARCH",0.99,"GARCH",8,903,0.008859357696567,0.01,0.725361830788812,NA,0.964983090273826
"EURZAR","TGARCH_Historical",0.95,"Historical",15,903,0.0166112956810631,0.05,1.04474616402506e-07,NA,0.719158925822114
"EURZAR","TGARCH_Parametric",0.95,"Parametric",8,903,0.008859357696567,0.05,3.85413922998623e-12,NA,0.964983090273826
"EURZAR","TGARCH_GARCH",0.95,"GARCH",45,903,0.0498338870431894,0.05,0.9817177051124,0.330657583743112,0.0902297986065979
"EURZAR","TGARCH_Historical",0.99,"Historical",0,903,0,0.01,NA,NA,1
"EURZAR","TGARCH_Parametric",0.99,"Parametric",0,903,0,0.01,NA,NA,1
"EURZAR","TGARCH_GARCH",0.99,"GARCH",8,903,0.008859357696567,0.01,0.725361830788812,NA,0.964983090273826
